User_ID,Age,Gender,City,Annual_Income,Spending_Score,Device_Type,Browser,Session_Duration_Min,Pages_Visited,Product_Category,Purchase_Amount,Payment_Method,Membership_Level,Campaign_Source,Day_of_Week,Cart_Items,Returned
2630,48,Other,Mumbai,300091,54,Desktop,Edge,11,10,Home,9729.71,Wallet,Gold,Organic,Thursday,6,0
2631,59,Other,Bangalore,1218392,48,Mobile,Firefox,115,27,Fashion,6301.98,Net Banking,Regular,Referral,Wednesday,9,0
2632,42,Other,Hyderabad,1265128,54,Desktop,Chrome,96,8,Beauty,13688.9,Net Banking,Silver,Social Media,Monday,3,0
2633,30,Other,Delhi,1412930,89,Desktop,Opera,24,10,Home,10517.83,Net Banking,Gold,Organic,Friday,3,0
2634,23,Male,Delhi,1415851,16,Tablet,Chrome,83,2,Fashion,19310.21,Net Banking,Silver,Ads,Monday,6,0
2635,26,Other,Chennai,1482477,20,Tablet,Opera,32,20,Electronics,12003.47,UPI,Gold,Email,Saturday,8,0
2636,53,Female,Kolkata,939896,47,Tablet,Edge,74,15,Sports,12686.37,Wallet,Regular,Referral,Tuesday,9,0
2637,37,Male,Mumbai,276105,97,Desktop,Chrome,54,1,Electronics,10452.59,Net Banking,Gold,Organic,Tuesday,0,0
2638,35,Female,Mumbai,1077234,7,Desktop,Safari,113,11,Electronics,6289.01,COD,Silver,Referral,Thursday,8,0
2639,38,Female,Delhi,273301,23,Tablet,Chrome,56,24,Electronics,12649.0,Debit Card,Gold,Organic,Friday,7,0
2640,21,Female,Bangalore,618144,75,Tablet,Firefox,96,1,Beauty,6724.94,COD,Platinum,Ads,Monday,2,0
2641,50,Male,Mumbai,642126,33,Desktop,Chrome,87,28,Electronics,14375.23,UPI,Gold,Ads,Friday,5,1
2642,44,Male,Hyderabad,1263255,40,Desktop,Edge,97,25,Books,4813.24,Net Banking,Gold,Email,Saturday,4,0
2643,24,Male,Hyderabad,1347997,5,Mobile,Edge,94,22,Electronics,7416.46,Credit Card,Platinum,Ads,Thursday,5,0
2644,23,Other,Mumbai,1282749,45,Tablet,Firefox,94,16,Beauty,11714.6,Wallet,Platinum,Ads,Thursday,2,0
2645,32,Female,Mumbai,238182,41,Tablet,Opera,71,12,Sports,12606.98,UPI,Silver,Email,Monday,2,0
2646,35,Male,Delhi,763397,8,Tablet,Firefox,80,29,Books,13405.4,Debit Card,Gold,Referral,Friday,4,0
2647,49,Female,Chennai,610277,81,Desktop,Opera,43,12,Fashion,14036.3,Credit Card,Gold,Ads,Wednesday,3,0
2648,28,Male,Delhi,831334,82,Desktop,Edge,53,19,Fashion,6434.3,Credit Card,Regular,Referral,Tuesday,2,0
2649,37,Male,Chennai,1479618,50,Mobile,Edge,114,13,Sports,17862.27,Net Banking,Platinum,Email,Tuesday,1,0
2650,41,Male,Ahmedabad,789812,91,Mobile,Opera,1,8,Beauty,695.68,Debit Card,Gold,Social Media,Tuesday,9,0
2651,32,Female,Hyderabad,393180,31,Tablet,Chrome,94,2,Electronics,3849.76,Wallet,Regular,Ads,Saturday,0,0
2652,24,Other,Chennai,1065244,4,Mobile,Chrome,98,27,Fashion,1495.8,Wallet,Gold,Referral,Sunday,7,0
2653,38,Male,Delhi,1097004,66,Desktop,Firefox,61,19,Sports,13463.59,Debit Card,Silver,Organic,Sunday,2,1
2654,59,Male,Mumbai,886636,56,Mobile,Edge,118,14,Sports,5545.94,Credit Card,Gold,Organic,Thursday,3,0
2655,43,Male,Chennai,718344,5,Mobile,Chrome,34,23,Electronics,4063.15,Debit Card,Gold,Social Media,Sunday,0,1
2656,31,Other,Delhi,526994,81,Desktop,Edge,61,27,Sports,9665.28,COD,Regular,Ads,Wednesday,5,0
2657,54,Female,Hyderabad,1205284,54,Tablet,Firefox,102,1,Beauty,12419.05,Net Banking,Silver,Ads,Thursday,5,0
2658,38,Female,Pune,623817,96,Tablet,Safari,61,25,Beauty,12423.0,Net Banking,Regular,Ads,Monday,3,0
2659,35,Female,Ahmedabad,1217069,93,Mobile,Edge,95,26,Books,11193.31,COD,Regular,Organic,Friday,1,1
2660,22,Female,Chennai,250324,80,Desktop,Safari,8,9,Fashion,19840.53,COD,Silver,Social Media,Sunday,7,0
2661,20,Male,Hyderabad,1065858,1,Desktop,Edge,54,19,Home,17218.27,Debit Card,Silver,Organic,Friday,0,0
2662,40,Other,Hyderabad,709958,76,Mobile,Opera,53,14,Sports,4853.32,Credit Card,Gold,Ads,Saturday,3,1
2663,43,Male,Bangalore,767140,83,Tablet,Safari,20,4,Beauty,15198.45,Debit Card,Regular,Social Media,Friday,8,0
2664,54,Other,Pune,1165411,73,Tablet,Opera,46,2,Electronics,11429.01,COD,Regular,Organic,Friday,3,1
2665,41,Female,Chennai,352130,61,Tablet,Opera,118,10,Electronics,1503.33,Net Banking,Silver,Ads,Thursday,2,0
2666,36,Other,Delhi,1089932,7,Desktop,Firefox,93,27,Home,1086.66,Net Banking,Gold,Social Media,Friday,3,0
2667,42,Male,Chennai,1009046,30,Desktop,Firefox,31,29,Home,16012.42,Net Banking,Silver,Social Media,Monday,0,0
2668,38,Male,Chennai,374022,15,Desktop,Chrome,85,15,Home,10945.31,Debit Card,Gold,Email,Wednesday,8,0
2669,29,Female,Pune,374492,4,Tablet,Safari,26,1,Electronics,11469.37,Wallet,Platinum,Social Media,Thursday,9,0
2670,58,Male,Kolkata,726919,63,Mobile,Chrome,95,29,Sports,6791.75,COD,Gold,Email,Monday,7,0
2671,50,Male,Hyderabad,568544,70,Desktop,Safari,63,11,Beauty,18613.93,Credit Card,Gold,Ads,Monday,7,0
2672,21,Other,Hyderabad,247674,38,Desktop,Firefox,20,16,Electronics,14295.62,Wallet,Platinum,Email,Tuesday,3,0
2673,59,Male,Hyderabad,1275420,47,Mobile,Firefox,22,13,Beauty,18562.67,Debit Card,Regular,Ads,Wednesday,3,0
2674,24,Female,Hyderabad,1320412,60,Tablet,Firefox,57,8,Home,2075.42,Wallet,Silver,Ads,Tuesday,0,1
2675,39,Female,Pune,1239540,99,Desktop,Safari,57,27,Books,11716.21,Net Banking,Gold,Referral,Friday,7,1
2676,50,Male,Delhi,991794,2,Tablet,Firefox,104,9,Fashion,12786.79,Wallet,Silver,Email,Monday,9,0
2677,34,Female,Mumbai,860959,69,Desktop,Chrome,26,15,Sports,2607.27,COD,Gold,Social Media,Tuesday,8,0
2678,41,Other,Bangalore,946348,8,Desktop,Opera,17,25,Books,6990.67,Credit Card,Regular,Social Media,Saturday,7,0
2679,51,Other,Kolkata,902733,51,Mobile,Safari,89,26,Home,4374.61,UPI,Platinum,Ads,Monday,6,0
2680,45,Male,Kolkata,1243876,94,Mobile,Opera,101,29,Home,19690.73,Debit Card,Silver,Email,Saturday,9,1
2681,58,Male,Ahmedabad,204258,19,Mobile,Chrome,27,5,Beauty,10913.96,UPI,Regular,Organic,Friday,1,1
2682,56,Other,Hyderabad,384343,94,Mobile,Edge,67,21,Electronics,6373.69,COD,Gold,Social Media,Friday,8,0
2683,39,Female,Ahmedabad,479405,31,Tablet,Firefox,56,21,Fashion,13323.48,UPI,Regular,Organic,Wednesday,9,0
2684,34,Male,Hyderabad,581317,80,Tablet,Chrome,24,22,Sports,13225.0,Net Banking,Regular,Email,Saturday,2,0
2685,51,Male,Bangalore,775984,22,Tablet,Edge,25,20,Fashion,7011.87,Debit Card,Silver,Social Media,Sunday,5,0
2686,23,Female,Hyderabad,1417475,33,Mobile,Safari,114,18,Home,19879.06,Credit Card,Platinum,Organic,Friday,0,1
2687,23,Male,Mumbai,1001573,86,Desktop,Chrome,10,2,Fashion,16198.34,Net Banking,Gold,Social Media,Sunday,5,0
2688,51,Female,Kolkata,1144256,72,Tablet,Safari,36,28,Sports,8066.33,COD,Platinum,Referral,Wednesday,8,0
2689,18,Female,Chennai,1337660,37,Mobile,Opera,106,22,Home,13235.18,Debit Card,Gold,Referral,Friday,0,0
2690,27,Female,Bangalore,293219,12,Mobile,Opera,82,5,Sports,14239.74,COD,Regular,Ads,Friday,4,0
2691,38,Female,Kolkata,776968,69,Mobile,Safari,45,20,Fashion,3558.95,COD,Silver,Email,Sunday,4,0
2692,22,Female,Delhi,743080,64,Tablet,Opera,118,16,Books,17575.37,COD,Silver,Social Media,Sunday,4,1
2693,19,Other,Kolkata,515244,25,Desktop,Opera,17,16,Home,16538.15,Debit Card,Silver,Organic,Saturday,6,0
2694,39,Female,Bangalore,324118,54,Tablet,Firefox,78,22,Home,15137.93,Net Banking,Platinum,Social Media,Wednesday,1,1
2695,19,Other,Mumbai,1447518,29,Mobile,Safari,58,29,Books,4531.25,Wallet,Platinum,Social Media,Tuesday,0,0
2696,27,Female,Pune,593983,13,Mobile,Safari,83,4,Sports,2811.37,COD,Regular,Organic,Sunday,4,0
2697,51,Male,Delhi,1214684,26,Mobile,Edge,82,26,Electronics,3692.91,Credit Card,Gold,Organic,Thursday,4,1
2698,33,Other,Chennai,1013424,22,Tablet,Firefox,23,20,Home,1951.07,Net Banking,Gold,Referral,Tuesday,7,1
2699,56,Male,Hyderabad,229570,93,Desktop,Chrome,8,22,Sports,18811.79,COD,Silver,Ads,Sunday,2,0
2700,39,Female,Bangalore,1444345,76,Tablet,Firefox,50,11,Sports,17044.74,Debit Card,Silver,Organic,Friday,4,0
2701,29,Female,Delhi,408345,92,Mobile,Chrome,16,29,Sports,1906.51,COD,Silver,Social Media,Monday,4,0
2702,41,Male,Bangalore,1209925,73,Mobile,Safari,89,20,Electronics,13591.62,COD,Regular,Referral,Sunday,3,0
2703,57,Female,Chennai,843859,10,Mobile,Firefox,43,29,Books,4987.19,UPI,Silver,Email,Thursday,3,0
2704,55,Male,Bangalore,286126,48,Tablet,Edge,96,16,Books,443.75,UPI,Gold,Referral,Sunday,1,0
2705,27,Female,Ahmedabad,713852,42,Tablet,Opera,113,25,Beauty,5918.6,Net Banking,Platinum,Referral,Sunday,1,0
2706,52,Female,Kolkata,567533,90,Tablet,Chrome,114,29,Books,8856.6,UPI,Silver,Referral,Friday,3,0
2707,49,Other,Kolkata,987176,59,Mobile,Opera,83,23,Home,498.76,Debit Card,Regular,Social Media,Wednesday,6,0
2708,24,Male,Delhi,423766,53,Tablet,Safari,82,12,Fashion,6542.03,UPI,Platinum,Organic,Monday,2,0
2709,38,Female,Mumbai,875918,40,Desktop,Safari,96,29,Sports,14037.02,Debit Card,Gold,Ads,Sunday,5,0
2710,37,Male,Pune,389933,75,Desktop,Safari,46,6,Fashion,4645.73,COD,Platinum,Email,Sunday,4,0
2711,43,Other,Delhi,972604,62,Desktop,Opera,49,16,Sports,9749.37,Net Banking,Platinum,Ads,Thursday,1,0
2712,21,Male,Bangalore,614666,6,Tablet,Safari,104,19,Sports,17762.86,UPI,Gold,Social Media,Sunday,5,0
2713,39,Other,Chennai,892289,4,Mobile,Safari,15,11,Books,664.98,UPI,Silver,Ads,Thursday,6,0
2714,32,Male,Kolkata,982223,91,Mobile,Opera,49,12,Home,15734.18,Net Banking,Regular,Ads,Thursday,2,0
2715,57,Male,Hyderabad,1117790,55,Mobile,Safari,21,4,Electronics,7739.47,Debit Card,Gold,Email,Monday,7,1
2716,38,Other,Hyderabad,690726,88,Mobile,Chrome,75,13,Electronics,10868.88,Wallet,Regular,Referral,Saturday,3,0
2717,32,Female,Chennai,898922,69,Mobile,Firefox,93,2,Fashion,4694.35,Debit Card,Platinum,Organic,Sunday,2,0
2718,39,Female,Bangalore,1450283,3,Tablet,Chrome,96,19,Beauty,11621.07,UPI,Platinum,Organic,Monday,2,0
2719,45,Female,Pune,478531,7,Desktop,Safari,6,11,Electronics,14640.92,Wallet,Platinum,Ads,Wednesday,3,0
2720,31,Male,Ahmedabad,1100797,88,Tablet,Safari,55,1,Electronics,4110.6,Debit Card,Regular,Email,Monday,1,0
2721,44,Male,Chennai,222319,86,Mobile,Safari,83,9,Books,6931.05,Debit Card,Gold,Organic,Monday,1,0
2722,58,Female,Bangalore,855771,12,Tablet,Safari,80,10,Beauty,11390.84,UPI,Gold,Organic,Tuesday,4,0
2723,57,Male,Delhi,1098534,99,Tablet,Opera,76,3,Electronics,8393.94,UPI,Platinum,Organic,Wednesday,6,0
2724,45,Male,Pune,1002136,17,Tablet,Firefox,15,8,Home,5933.74,UPI,Regular,Ads,Wednesday,9,0
2725,43,Female,Ahmedabad,1127613,67,Mobile,Opera,11,16,Home,9088.58,Credit Card,Silver,Social Media,Thursday,4,0
2726,19,Other,Ahmedabad,660108,75,Mobile,Opera,39,4,Fashion,5887.47,UPI,Gold,Ads,Friday,8,1
2727,42,Male,Mumbai,1453533,70,Mobile,Safari,74,11,Books,6107.28,Wallet,Silver,Ads,Thursday,1,1
2728,20,Male,Bangalore,611200,36,Tablet,Chrome,51,8,Fashion,12251.61,Credit Card,Platinum,Social Media,Wednesday,7,0
2729,25,Male,Ahmedabad,1407108,17,Tablet,Chrome,37,7,Fashion,9593.6,COD,Platinum,Organic,Saturday,7,0
2730,50,Male,Hyderabad,846133,86,Desktop,Edge,49,20,Books,13573.74,Debit Card,Platinum,Ads,Wednesday,6,1
2731,59,Other,Hyderabad,854605,1,Desktop,Firefox,57,15,Home,16765.16,Credit Card,Gold,Referral,Friday,9,0
2732,52,Female,Kolkata,1368823,67,Mobile,Edge,88,23,Fashion,18865.01,COD,Silver,Organic,Friday,3,0
2733,23,Male,Pune,862556,80,Desktop,Opera,115,28,Fashion,3111.89,Wallet,Gold,Organic,Friday,6,0
2734,56,Female,Ahmedabad,1037966,99,Mobile,Edge,100,8,Home,12561.19,Debit Card,Silver,Organic,Sunday,5,0
2735,40,Male,Mumbai,1262125,78,Mobile,Edge,65,10,Books,11689.75,Debit Card,Regular,Ads,Friday,9,0
2736,42,Other,Bangalore,1232344,49,Tablet,Edge,110,19,Beauty,17352.21,Debit Card,Gold,Email,Thursday,6,0
2737,36,Female,Mumbai,209821,51,Desktop,Firefox,17,5,Fashion,17928.21,Wallet,Silver,Email,Monday,4,0
2738,22,Other,Kolkata,1284140,71,Mobile,Chrome,63,27,Electronics,15234.0,Net Banking,Regular,Social Media,Sunday,2,0
2739,28,Male,Delhi,1255858,90,Mobile,Chrome,14,3,Home,11949.69,Net Banking,Silver,Email,Thursday,7,1
2740,29,Other,Mumbai,916506,43,Desktop,Edge,38,7,Beauty,4065.33,Credit Card,Platinum,Organic,Sunday,6,0
2741,27,Other,Delhi,405855,31,Desktop,Firefox,118,6,Electronics,5605.1,Credit Card,Gold,Referral,Friday,7,0
2742,25,Male,Hyderabad,210771,24,Desktop,Chrome,25,17,Electronics,12095.07,Debit Card,Regular,Referral,Thursday,2,0
2743,41,Male,Delhi,523636,83,Desktop,Safari,37,10,Sports,2872.94,COD,Regular,Organic,Thursday,3,0
2744,45,Female,Bangalore,1161229,37,Desktop,Chrome,99,21,Beauty,3760.89,Credit Card,Gold,Ads,Thursday,0,0
2745,58,Male,Pune,420354,65,Desktop,Chrome,86,29,Sports,18237.5,UPI,Silver,Ads,Friday,5,0
2746,53,Female,Pune,212236,89,Desktop,Firefox,56,29,Home,19130.61,Wallet,Gold,Organic,Friday,6,1
2747,54,Other,Bangalore,498065,63,Mobile,Firefox,111,20,Beauty,204.17,UPI,Platinum,Organic,Friday,7,1
2748,38,Other,Bangalore,486720,56,Tablet,Chrome,7,15,Sports,17263.39,Credit Card,Silver,Social Media,Tuesday,8,0
2749,25,Female,Bangalore,331238,74,Mobile,Safari,11,2,Home,18766.47,COD,Gold,Ads,Saturday,8,0
2750,26,Male,Chennai,345724,18,Mobile,Safari,74,1,Fashion,10562.22,UPI,Gold,Email,Monday,1,0
2751,32,Male,Ahmedabad,1204484,65,Tablet,Edge,78,12,Electronics,9033.12,Debit Card,Gold,Email,Sunday,5,0
2752,57,Other,Kolkata,739521,29,Tablet,Edge,35,13,Home,18384.11,Debit Card,Silver,Ads,Wednesday,7,0
2753,35,Female,Delhi,464029,77,Tablet,Chrome,110,12,Beauty,249.91,Net Banking,Silver,Referral,Tuesday,9,0
2754,59,Other,Ahmedabad,426972,4,Desktop,Chrome,113,12,Electronics,16825.67,Net Banking,Platinum,Organic,Tuesday,8,0
2755,37,Other,Bangalore,411316,12,Desktop,Chrome,36,7,Electronics,6001.86,Net Banking,Platinum,Social Media,Tuesday,3,1
2756,23,Male,Pune,1347779,56,Desktop,Safari,70,7,Home,12859.13,Wallet,Platinum,Social Media,Sunday,7,1
2757,29,Female,Mumbai,834047,48,Mobile,Opera,52,6,Fashion,6531.64,COD,Silver,Social Media,Tuesday,6,0
2758,19,Other,Mumbai,1448596,19,Tablet,Edge,69,13,Home,10506.6,Debit Card,Regular,Email,Thursday,8,0
2759,24,Male,Chennai,342841,26,Tablet,Edge,42,21,Books,16185.51,COD,Regular,Referral,Sunday,8,0
2760,33,Other,Ahmedabad,636363,38,Mobile,Opera,71,9,Sports,3707.25,UPI,Silver,Referral,Sunday,0,0
2761,20,Other,Ahmedabad,830747,80,Desktop,Chrome,15,16,Sports,13311.98,Debit Card,Silver,Social Media,Tuesday,6,0
2762,20,Male,Ahmedabad,470280,25,Tablet,Edge,21,2,Books,17976.9,Net Banking,Platinum,Organic,Monday,6,0
2763,44,Male,Delhi,1058418,56,Mobile,Safari,117,27,Sports,18030.93,Wallet,Regular,Organic,Friday,3,0
2764,57,Female,Delhi,1029431,74,Desktop,Opera,82,11,Books,17893.01,Net Banking,Gold,Organic,Wednesday,1,0
2765,55,Other,Kolkata,289567,28,Mobile,Safari,1,3,Beauty,10417.42,Wallet,Gold,Social Media,Sunday,1,0
2766,50,Female,Delhi,654497,61,Desktop,Chrome,68,9,Home,15377.25,UPI,Silver,Organic,Saturday,4,0
2767,45,Male,Pune,1059035,92,Mobile,Edge,11,12,Electronics,8992.47,Debit Card,Gold,Ads,Monday,0,0
2768,18,Male,Pune,930585,89,Desktop,Safari,10,29,Beauty,9257.25,COD,Silver,Social Media,Tuesday,5,0
2769,25,Other,Ahmedabad,1092503,89,Mobile,Opera,45,2,Sports,5748.7,COD,Regular,Referral,Friday,7,0
2770,54,Female,Kolkata,224272,51,Mobile,Chrome,56,19,Beauty,5776.03,UPI,Silver,Email,Sunday,2,1
2771,49,Female,Ahmedabad,596979,12,Mobile,Edge,19,6,Electronics,852.7,Wallet,Regular,Ads,Tuesday,7,0
2772,54,Other,Chennai,1041280,8,Mobile,Edge,118,26,Beauty,10676.29,Debit Card,Gold,Email,Wednesday,6,0
2773,21,Other,Delhi,1278651,58,Tablet,Chrome,42,23,Fashion,6244.34,COD,Silver,Ads,Tuesday,6,0
2774,47,Female,Delhi,1340661,88,Tablet,Chrome,94,18,Sports,3834.96,Net Banking,Silver,Social Media,Thursday,5,0
2775,23,Male,Ahmedabad,884208,23,Tablet,Chrome,114,13,Home,2522.09,Net Banking,Platinum,Referral,Saturday,4,1
2776,36,Male,Ahmedabad,582314,37,Tablet,Safari,41,14,Books,7005.28,COD,Silver,Ads,Sunday,9,1
2777,49,Other,Bangalore,427349,11,Mobile,Firefox,105,8,Sports,17990.31,Wallet,Regular,Social Media,Thursday,2,0
2778,26,Female,Ahmedabad,1267844,17,Tablet,Edge,20,9,Sports,10376.39,Debit Card,Gold,Referral,Sunday,7,0
2779,29,Female,Delhi,588031,92,Tablet,Safari,27,13,Home,11183.03,COD,Silver,Email,Tuesday,9,0
2780,28,Female,Pune,841273,56,Mobile,Opera,12,17,Home,1181.12,UPI,Gold,Ads,Friday,5,0
2781,33,Male,Bangalore,372692,53,Tablet,Edge,78,6,Electronics,10444.94,Debit Card,Regular,Social Media,Saturday,2,0
2782,18,Male,Bangalore,801160,67,Tablet,Firefox,98,20,Electronics,13385.47,COD,Gold,Ads,Sunday,2,0
2783,38,Female,Delhi,1196527,2,Desktop,Opera,64,10,Fashion,3099.23,Net Banking,Silver,Organic,Wednesday,5,0
2784,47,Female,Mumbai,496181,29,Tablet,Edge,106,11,Beauty,19672.72,Debit Card,Silver,Ads,Tuesday,6,0
2785,30,Other,Hyderabad,278434,57,Desktop,Firefox,114,10,Beauty,18310.78,Credit Card,Regular,Referral,Wednesday,4,1
2786,51,Other,Ahmedabad,1397326,34,Tablet,Chrome,38,21,Beauty,19862.74,Debit Card,Gold,Organic,Tuesday,3,0
2787,21,Female,Pune,1233201,78,Mobile,Firefox,66,6,Books,7270.31,Net Banking,Silver,Referral,Saturday,0,0
2788,45,Female,Mumbai,1160555,97,Tablet,Edge,113,6,Sports,16463.75,Debit Card,Regular,Email,Wednesday,6,0
2789,55,Male,Delhi,1266717,82,Mobile,Firefox,58,15,Sports,6641.84,UPI,Gold,Organic,Tuesday,3,0
2790,48,Female,Ahmedabad,304882,93,Tablet,Edge,96,7,Home,15007.68,Net Banking,Silver,Organic,Thursday,5,0
2791,44,Other,Delhi,1404212,2,Tablet,Edge,82,25,Books,18961.81,Net Banking,Regular,Referral,Sunday,3,0
2792,22,Male,Ahmedabad,1300132,75,Mobile,Firefox,114,12,Fashion,3184.91,Wallet,Platinum,Social Media,Tuesday,2,0
2793,42,Other,Ahmedabad,678698,31,Mobile,Firefox,85,20,Fashion,2892.37,UPI,Regular,Ads,Thursday,3,0
2794,20,Other,Mumbai,1145784,77,Mobile,Opera,110,9,Beauty,2177.65,Credit Card,Regular,Email,Friday,6,0
2795,50,Male,Delhi,898142,44,Mobile,Opera,118,1,Home,15987.18,Debit Card,Regular,Email,Tuesday,0,0
2796,21,Other,Pune,1405943,90,Desktop,Safari,11,25,Beauty,13366.01,UPI,Regular,Social Media,Wednesday,2,1
2797,42,Female,Kolkata,1044028,56,Desktop,Edge,30,28,Sports,10494.07,Debit Card,Gold,Referral,Friday,2,0
2798,37,Other,Ahmedabad,298236,98,Mobile,Opera,64,24,Home,15500.86,Debit Card,Platinum,Email,Thursday,6,1
2799,51,Male,Bangalore,1099856,54,Desktop,Safari,83,16,Books,17013.47,Credit Card,Silver,Ads,Sunday,4,1
2800,43,Male,Chennai,432144,53,Tablet,Edge,48,18,Beauty,18995.62,Debit Card,Gold,Social Media,Friday,0,0
2801,22,Male,Delhi,445117,74,Tablet,Safari,40,23,Fashion,4104.9,Wallet,Regular,Organic,Tuesday,9,0
2802,52,Other,Delhi,650169,76,Tablet,Opera,114,7,Electronics,8889.36,UPI,Silver,Ads,Monday,3,0
2803,45,Female,Mumbai,667680,86,Desktop,Safari,94,18,Books,18467.97,Debit Card,Regular,Referral,Sunday,5,0
2804,46,Male,Ahmedabad,513224,46,Desktop,Firefox,99,8,Sports,9280.34,Debit Card,Platinum,Referral,Tuesday,4,0
2805,26,Female,Bangalore,920290,54,Tablet,Safari,68,22,Beauty,9804.33,Credit Card,Regular,Social Media,Thursday,8,1
2806,55,Male,Mumbai,565861,31,Mobile,Chrome,21,15,Home,18854.66,Debit Card,Silver,Organic,Friday,6,0
2807,23,Female,Kolkata,1140716,83,Tablet,Chrome,5,6,Home,14720.06,Net Banking,Gold,Organic,Monday,8,0
2808,36,Female,Ahmedabad,921898,24,Desktop,Safari,118,28,Beauty,11085.76,COD,Platinum,Social Media,Saturday,8,0
2809,28,Female,Pune,767170,25,Tablet,Chrome,36,27,Books,7210.0,Wallet,Platinum,Social Media,Sunday,5,1
2810,19,Male,Mumbai,223038,35,Tablet,Safari,91,21,Fashion,18315.45,Net Banking,Silver,Social Media,Saturday,4,0
2811,26,Other,Delhi,1008883,57,Desktop,Safari,7,12,Beauty,277.88,Credit Card,Platinum,Organic,Saturday,8,0
2812,38,Other,Ahmedabad,1303928,72,Desktop,Safari,60,27,Sports,6488.02,Wallet,Gold,Referral,Wednesday,0,1
2813,41,Other,Bangalore,1170358,69,Desktop,Chrome,56,15,Home,18926.86,Debit Card,Platinum,Referral,Friday,0,0
2814,51,Female,Pune,320631,86,Desktop,Edge,31,24,Sports,10014.26,UPI,Platinum,Ads,Friday,5,1
2815,39,Male,Delhi,1056395,28,Tablet,Safari,84,15,Books,12514.71,Debit Card,Regular,Referral,Tuesday,9,0
2816,20,Female,Pune,1123060,76,Desktop,Safari,25,29,Books,10699.05,Wallet,Regular,Social Media,Wednesday,7,1
2817,29,Male,Delhi,359135,33,Mobile,Firefox,102,10,Electronics,8007.48,Debit Card,Gold,Ads,Monday,2,0
2818,45,Female,Delhi,746997,53,Desktop,Firefox,56,9,Fashion,13339.12,Credit Card,Regular,Email,Friday,9,0
2819,47,Male,Delhi,1430500,16,Desktop,Opera,89,14,Beauty,15352.85,Debit Card,Platinum,Organic,Tuesday,7,0
2820,43,Male,Ahmedabad,1198359,26,Tablet,Chrome,81,21,Beauty,7352.08,UPI,Gold,Ads,Tuesday,0,0
2821,38,Male,Chennai,987665,12,Mobile,Edge,110,14,Fashion,11851.38,UPI,Gold,Email,Monday,7,0
2822,45,Female,Hyderabad,329205,87,Mobile,Safari,101,17,Home,1746.89,COD,Silver,Social Media,Wednesday,0,0
2823,43,Other,Bangalore,374830,90,Mobile,Safari,79,11,Beauty,10997.2,COD,Regular,Referral,Wednesday,0,0
2824,50,Female,Kolkata,542469,77,Desktop,Chrome,119,6,Fashion,14980.22,Debit Card,Silver,Referral,Tuesday,2,0
2825,38,Female,Chennai,399538,87,Tablet,Opera,74,12,Beauty,11746.35,UPI,Silver,Ads,Wednesday,6,0
2826,52,Male,Hyderabad,474518,31,Tablet,Opera,34,28,Home,17581.11,Debit Card,Regular,Email,Wednesday,5,0
2827,51,Male,Pune,250985,27,Desktop,Firefox,44,17,Fashion,5795.24,Net Banking,Silver,Referral,Tuesday,5,0
2828,58,Other,Hyderabad,461204,36,Mobile,Chrome,107,29,Home,9885.95,Credit Card,Platinum,Social Media,Friday,0,0
2829,35,Other,Ahmedabad,259031,59,Mobile,Opera,7,5,Beauty,1840.85,Credit Card,Regular,Email,Friday,0,0
2830,28,Male,Ahmedabad,1291739,87,Tablet,Opera,103,6,Fashion,14030.42,UPI,Regular,Email,Saturday,9,0
2831,40,Other,Ahmedabad,1074788,3,Desktop,Edge,51,3,Electronics,8913.54,Net Banking,Silver,Referral,Wednesday,2,0
2832,39,Other,Hyderabad,558932,94,Mobile,Firefox,25,28,Beauty,10654.27,UPI,Regular,Ads,Tuesday,1,0
2833,34,Male,Chennai,1119712,32,Desktop,Firefox,103,1,Fashion,2655.05,Net Banking,Regular,Ads,Friday,0,0
2834,22,Female,Bangalore,1485505,15,Tablet,Firefox,110,18,Electronics,19947.3,Wallet,Regular,Ads,Saturday,1,1
2835,28,Other,Mumbai,1262372,75,Desktop,Opera,108,14,Fashion,15461.21,UPI,Platinum,Referral,Saturday,8,0
2836,47,Male,Hyderabad,815250,66,Desktop,Safari,28,12,Sports,8072.53,COD,Regular,Organic,Friday,6,0
2837,32,Other,Ahmedabad,718299,90,Desktop,Opera,42,12,Sports,11442.2,Debit Card,Silver,Social Media,Saturday,4,0
2838,44,Other,Mumbai,615886,63,Desktop,Opera,27,11,Fashion,12412.47,Credit Card,Gold,Social Media,Tuesday,8,0
2839,52,Male,Mumbai,486464,98,Mobile,Chrome,37,28,Fashion,19219.24,Credit Card,Silver,Ads,Monday,3,0
2840,50,Other,Delhi,752219,1,Tablet,Firefox,55,19,Sports,15390.93,Wallet,Platinum,Ads,Sunday,8,0
2841,37,Other,Mumbai,481137,75,Mobile,Firefox,103,3,Beauty,7058.37,Net Banking,Gold,Social Media,Saturday,1,1
2842,33,Other,Pune,255330,5,Mobile,Edge,38,2,Sports,19556.34,COD,Gold,Referral,Sunday,1,0
2843,51,Female,Pune,626207,90,Mobile,Firefox,116,22,Sports,6105.75,Net Banking,Gold,Email,Wednesday,8,0
2844,19,Female,Delhi,1001435,6,Mobile,Opera,56,7,Books,11581.23,COD,Platinum,Social Media,Sunday,5,0
2845,52,Other,Bangalore,902856,99,Tablet,Chrome,92,21,Sports,14043.29,Net Banking,Regular,Social Media,Wednesday,5,0
